iso3,country,pillar,cluster,action_area,indicator_id,indicator_name,indicator_type,variable_name,question_type,question_text,hierarchy_level,data_type,response,response_value,normalized_response_value,weight,score,parent,question_order,wib,wiaa,wic,regional_hub,un_region,barometer_region
TGO,Togo,Governance,Equitable Access,Accessibility,G.GOVERNANCE.ACCESSIBILITY,Governance (G): Accessibility coverage & data,Primary,G.GOVERNANCE.ACCESSIBILITY.e.e2.VERIFICATION_ACCESS,sub-question,Elements Question 5 The framework requires a verification process regarding communicating about collecting and publishing data in ways that support the inclusion of people with disabilities,4,response,No,0.0,0.0,10.0,0.0,G.GOVERNANCE.ACCESSIBILITY.e.e2,51144.0,0.0334,1.0,1.0,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Equitable Access,Accessibility,G.GOVERNANCE.ACCESSIBILITY,Governance (G): Accessibility coverage & data,Primary,G.GOVERNANCE.ACCESSIBILITY.e,sub-group,Elements summary:,3,summary,,,,,,G.GOVERNANCE.ACCESSIBILITY.e,51145,0.0334,1.0,1.0,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Equitable Access,Accessibility,G.GOVERNANCE.ACCESSIBILITY,Governance (G): Accessibility coverage & data,Primary,G.GOVERNANCE.ACCESSIBILITY.e.SUM_ELEMENTS,sub-question,Elements Question 6 Please summarize your answers to the preceding element subquestions,4,summary,"The law n° 2004-005 in Togo provides a national framework for the social protection of persons with disabilities. It covers the inclusion of people with disabilities with regard to communications about data matters, and creates a National Technical Committee responsible for coordinating different adaptation and rehabilitation interventions for people with disabilities.",,,,,G.GOVERNANCE.ACCESSIBILITY.e,51146.0,0.0334,1.0,1.0,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Equitable Access,Accessibility,G.GOVERNANCE.ACCESSIBILITY,Governance (G): Accessibility coverage & data,Primary,G.GOVERNANCE.ACCESSIBILITY.e.SUM_ELEMENTS.1,supporting question,Please provide the URLs for the evidence that supports the summary provided,4,summary,https://www.un.org/development/desa/disabilities/wp-content/uploads/sites/15/2019/11/Togo_Law-on-the-Social-Protection-of-Persons-with-Disabilities.pdf,,,,,G.GOVERNANCE.ACCESSIBILITY.e.SUM_ELEMENTS,51146.0,0.0334,1.0,1.0,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG,main question,To what extent is detailed company information available for public use?,1,computed,,,,,54.3,A.COMPANY.REG,51147.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.a,section,Existence,2,computed,,,,1.0,1.0,A.COMPANY.REG,51148.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.a,sub-group,Exist of existence:,3,computed,,,,1,1.0,A.COMPANY.REG.a,51149,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.a.ONLINE,sub-question,Existence Question 1 Is this data available online in any form?,4,response,"Data is available from government, or because of government actions.",2.0,1.0,,,A.COMPANY.REG.a,51150.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.a.ONLINE.3,supporting question,Please provide a URLs for where this data can be found,4,supporting,https://www.cfetogo.tg/entreprises/anteriorite-et-raison-sociale-20.html,,,,,A.COMPANY.REG.a.ONLINE,51150.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.a,sub-group,Extent of existence:,3,computed,,,,1,1.0,A.COMPANY.REG.a,51151,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.a.EXTENT,sub-question,Existence Question 2 How nationally comprehensive is the data assessed for this indicator?,4,response,The data assessed provides national coverage.,2.0,1.0,,,A.COMPANY.REG.a,51152.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.a,sub-group,Existence summary:,3,summary,,,,,,A.COMPANY.REG.a,51153,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.a.SUM_EXISTENCE,sub-question,Existence Question 3 Please summarize your answers to the preceding existence subquestions including the extent of existence,4,summary,"The Company Register data is available online due to government actions, specifically through the establishment of the Center for Business Formalities (CFE) by Decree N° 2000-091/PR and its rationalization by Decree n°2012-008/PR (2-3). The CFE serves as a unique portal where all data is freely accessible online, ensuring comprehensive national coverage. This centralized access facilitates all formalities related to business creation, modification, and dissolution across Togo. (1)",,,,,A.COMPANY.REG.a,51154.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.a.SUM_EXISTENCE.1,supporting question,Please provide the URLs for the evidence that supports the summary provided,4,summary,https://www.cfetogo.tg/entreprises/anteriorite-et-raison-sociale-20.html (1) https://www.cfetogo.tg/uploads/revues/5e733d8860e20.pdf (2) https://www.cfetogo.tg/uploads/modeles/5ce99cde7df56.pdf (3),,,,,A.COMPANY.REG.a.SUM_EXISTENCE,51154.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e,section,Elements,2,computed,,,,100.0,54.3,A.COMPANY.REG,51155.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e1,sub-group,Data fields and specifics:,3,computed,,,,40.0,24.0,A.COMPANY.REG.e,51156,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e1.ORGID,sub-question,Elements Question 1 The data contains unique identifiers for each company,4,response,Yes,2.0,1.0,8.0,8.0,A.COMPANY.REG.e.e1,51157.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e1.ORGID.2,supporting question,Please provide the URLs where company identifiers are located,4,supporting,https://www.cfetogo.tg/annonces-legales/les-10-dernieres-annonces.html?page=1,,,,,A.COMPANY.REG.e.e1.ORGID,51157.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e1.BASIC,sub-question,Elements Question 2 The data contains basic company information including company name legal form status and registered address,4,response,Yes,2.0,1.0,8.0,8.0,A.COMPANY.REG.e.e1,51158.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e1.BASIC.2,supporting question,Please provide the URLs where basic company information is located,4,supporting,https://www.cfetogo.tg/annonces-legales/les-10-dernieres-annonces.html?page=1,,,,,A.COMPANY.REG.e.e1.BASIC,51158.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e1.DIRECTORS,sub-question,Elements Question 3 The data contains details of each director,4,response,Partially ,1.0,0.5,8.0,4.0,A.COMPANY.REG.e.e1,51159.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e1.DIRECTORS.1,supporting question,Please explain your Partially response,4,supporting,"The data usually contains at least the details of one director under the title 'Gerance,' typically listing a General Manager or Director General. However, it does not include comprehensive information for all directors or executive directors, falling short of the requirement to meet the threshold for listing complete executive details.",,,,,A.COMPANY.REG.e.e1.DIRECTORS,51159.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e1.DIRECTORS.2,supporting question,Please provide the URLs where directors details are located,4,supporting,https://www.cfetogo.tg/annonces-legales/details-annonce-14668.html,,,,,A.COMPANY.REG.e.e1.DIRECTORS,51159.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e1.SHAREHOLDERS,sub-question,Elements Question 4 The data contains details of each shareholder including names number of shares and category of shares,4,response,Partially ,1.0,0.5,8.0,4.0,A.COMPANY.REG.e.e1,51160.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e1.SHAREHOLDERS.1,supporting question,Please explain your Partially response,4,supporting,"The data available on the CFE website includes details about Actionnaires/Associés (shareholders/partners), but there is no clear indication that it contains the number of shares or the category of shares for each shareholder. Therefore, it only partially meets the requirements.",,,,,A.COMPANY.REG.e.e1.SHAREHOLDERS,51160.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e1.SHAREHOLDERS.2,supporting question,If one or more of the shareholder details is not covered please list which eg category of shares,4,supporting,The data does not specify the number of shares or the category of shares for each shareholder. Only the names of shareholders or partners (Actionnaires/Associés) are provided.,,,,,A.COMPANY.REG.e.e1.SHAREHOLDERS,51160.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e1.SHAREHOLDERS.3,supporting question,Please provide the URLs where shareholder data is located,4,supporting,https://www.cfetogo.tg/annonces-legales/les-10-dernieres-annonces.html?page=1,,,,,A.COMPANY.REG.e.e1.SHAREHOLDERS,51160.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e1.ACCOUNTS,sub-question,Elements Question 5 Structured data on company accounts is available for each registered company,4,response,No,0.0,0.0,8.0,0.0,A.COMPANY.REG.e.e1,51161.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e3,sub-group,Data publication:,3,computed,,,,60.0,35.3,A.COMPANY.REG.e,51162,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e3.FREE,sub-question,Elements Question 6 The data is available free of charge,4,response,Yes,2.0,1.0,10.6,10.6,A.COMPANY.REG.e.e3,51163.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e3.LICENSE,sub-question,Elements Question 7 The data is openly licensed,4,response,Yes,2.0,1.0,10.6,10.6,A.COMPANY.REG.e.e3,51164.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e3.LICENSE.3,supporting question,If the data is provided with an explicit open license please provide the name of that license andor a link to it,4,supporting,"The data on the CFE website does not appear to be provided under an open license. The footer includes a copyright notice, “Copyright CFE 2024 ©,” which indicates that the content is protected by copyright.",,,,,A.COMPANY.REG.e.e3.LICENSE,51164.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e3.LANG,sub-question,Elements Question 8 The data is published with sufficient language coverage to make it accessible to all or almost all members of the public,4,response,Partially ,1.0,0.5,0.0,0.0,A.COMPANY.REG.e.e3,51165.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e3.LANG.1,supporting question,Please explain your Partially response,4,supporting,"Togo has over four widely spoken languages; however, the data is only published in French. While French is the official language, limiting the data to a single language restricts accessibility for speakers of other national languages, such as Ewe, Kabyé, Mina, and others commonly used in the country. Therefore, the language coverage is only partially sufficient for reaching all members of the public.",,,,,A.COMPANY.REG.e.e3.LANG,51165.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e3.LANG.2,supporting question,Please briefly describe the language coverage available,4,supporting,"The data is currently available only in French, which is the official language of Togo. While this covers the primary administrative language, it does not include other widely spoken national languages, such as Ewe, Kabyé, Mina, and others, limiting accessibility for non-French-speaking members of the public.",,,,,A.COMPANY.REG.e.e3.LANG,51165.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e3.TOOLS,sub-question,Elements Question 9 There are accessible and open official tools available to help users explore data,4,response,Partially ,1.0,0.5,3.5,1.75,A.COMPANY.REG.e.e3,51166.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e3.TOOLS.1,supporting question,Please explain your Partially response,4,supporting,"The CFE website provides tools that allow users to access extracts of data, such as company information, without the need to download a full dataset. However, there is no interactive tool that allows users to filter and explore the data in a fully customizable manner directly on the website.",,,,,A.COMPANY.REG.e.e3.TOOLS,51166.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e3.TOOLS.2,supporting question,What are the main barriers to accessibility and usability?,4,supporting,"The main barriers to accessibility and usability of the data from the Center for Business Formalities (CFE) include the fact that key details, such as individual shareholder names, the number of shares, and their categories, are not available, reducing the comprehensiveness of the data. Additionally, there is no structured financial data, limiting its usefulness for financial analysis. Language barriers, as the information is in French, may also restrict access for non-French speakers.",,,,,A.COMPANY.REG.e.e3.TOOLS,51166.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e3.TOOLS.3,supporting question,Do these tools rely on AI or machinelearning tools? For example as interfaces Please briefly explain,4,supporting,"No, the tools provided by the Center for Business Formalities (CFE) do not rely on AI or machine-learning technologies. The available tools are basic interfaces that allow users to access extracts of company data, but there is no indication of advanced features, such as AI-driven search capabilities or machine-learning-based data exploration tools.",,,,,A.COMPANY.REG.e.e3.TOOLS,51166.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e3.TOOLS.4,supporting question,Please provide URLs,4,supporting,https://www.cfetogo.tg/annonces-legales/les-10-dernieres-annonces.html?page=1,,,,,A.COMPANY.REG.e.e3.TOOLS,51166.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e3.TIMELY,sub-question,Elements Question 10 The data is timely and updated,4,response,Yes,2.0,1.0,10.6,10.6,A.COMPANY.REG.e.e3,51167.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e3.TIMELY.3,supporting question,When was the most recent update to this data?,4,supporting,October 2024,,,,,A.COMPANY.REG.e.e3.TIMELY,51167.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e3.HISTORICAL,sub-question,Elements Question 11 Historical data is available that allows users to track change over time,4,response,Partially ,1.0,0.5,3.5,1.75,A.COMPANY.REG.e.e3,51168.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e3.HISTORICAL.1,supporting question,Please explain your Partially response,4,supporting,"There is historical data, but not consistent. The oldest publication was on 15.02.2017, but only from 2022 that the data started to be more consistent",,,,,A.COMPANY.REG.e.e3.HISTORICAL,51168.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e3.HISTORICAL.2,supporting question,For what time periods ie start and end dates is data available?,4,supporting,2017 - 2024,,,,,A.COMPANY.REG.e.e3.HISTORICAL,51168.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e3.MACHINE_READABLE,sub-question,Elements Question 12 The data is provided in machinereadable formats,4,response,No,0.0,0.0,10.6,0.0,A.COMPANY.REG.e.e3,51169.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.e3.BULK,sub-question,Elements Question 13 The machinereadable dataset is available as a whole,4,response,No,0.0,0.0,10.6,0.0,A.COMPANY.REG.e.e3,51170.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.eb,sub-group,Negative scoring:,3,computed,,,,-10.0,-5.0,A.COMPANY.REG.e,51171,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.eb.MISSINGDATA,sub-question,Elements Question 14 This information is missing required data,4,response,There is evidence that a portion of mandated data is missing.,1.0,0.5,-10.0,-5.0,A.COMPANY.REG.e.eb,51172.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.eb.MISSINGDATA.1,supporting question,Please briefly explain,4,supporting,"While the CFE provides basic information such as company names, registration numbers, and director details, key mandated data like complete shareholder details (including names, number of shares, and categories of shares), structured financial data, and historical records are missing. These gaps indicate that the dataset does not fully comply with what is expected for comprehensive business records.",,,,,A.COMPANY.REG.e.eb.MISSINGDATA,51172.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.eu,sub-group,Nonscoring:,3,computed,,,,0.0,0.0,A.COMPANY.REG.e,51173,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.eu.GENDER,sub-question,Elements Question 15 The data includes information about individuals sex andor gender,4,response,No,0.0,0.0,0.0,0.0,A.COMPANY.REG.e.eu,51174.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.eu.DATA_USE,sub-question,Elements Question 16 There is evidence of use of this data,4,response,No,0.0,0.0,0.0,0.0,A.COMPANY.REG.e.eu,51175.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e,sub-group,Elements summary:,3,summary,,,,,,A.COMPANY.REG.e,51176,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.SUM_ELEMENTS,sub-question,Elements Question 17 Please summarize your answers to the preceding element subquestions,4,summary,"The data from the CFE includes basic company details and unique identifiers but lacks comprehensive information on directors, shareholders, and structured financial accounts (1). The data is available free of charge but  copyrighted. There is historical data but inconsistencies exit in the updates. Information on individuals' gender is absent, and there is no evidence of public use of the data. Limited interactivity and missing mandated data further reduce its accessibility and usability.",,,,,A.COMPANY.REG.e,51177.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Availability,Company Information,Company Register,A.COMPANY.REG,Availability (CI): Company register,Primary,A.COMPANY.REG.e.SUM_ELEMENTS.1,supporting question,Please provide the URLs for the evidence that supports the summary provided,4,summary,https://www.cfetogo.tg/annonces-legales/les-10-dernieres-annonces.html?page=1,,,,,A.COMPANY.REG.e.SUM_ELEMENTS,51177.0,0.0321,1.0,0.3333,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Company Information,Beneficial Ownership,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT,main question,"To what extent do relevant laws, regulations, policies, and guidance provide a basis for collecting and publishing data on the beneficial ownership of companies?",1,computed,,,,,60.0,G.COMPANY.BOT,51178.0,0.0321,0.5,0.3334,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Company Information,Beneficial Ownership,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.a,section,Existence,2,computed,,,,1.0,0.8,G.COMPANY.BOT,51179.0,0.0321,0.5,0.3334,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Company Information,Beneficial Ownership,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.a,sub-group,Exist of existence:,3,computed,,,,1,0.8,G.COMPANY.BOT.a,51180,0.0321,0.5,0.3334,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Company Information,Beneficial Ownership,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.a.EXIST_COLLECTION,sub-question,Existence Question 1 Are there laws policies or regulations requiring collection of this information in any form?,4,response,They exist and are operational.,2.0,1.0,,,G.COMPANY.BOT.a,51181.0,0.0321,0.5,0.3334,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Company Information,Beneficial Ownership,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.a.EXIST_COLLECTION.1,supporting question,Please provide brief details,4,supporting,"The collection of beneficial ownership information in Togo is mandated by several regulations, including Order No. 025/MEF/SG/OTR/CG (1),  Decree No. 2000-091/PR (2), and Decree No. 2012-008/PR (3). These laws set forth requirements for the identification, declaration, and preservation of beneficial ownership data.",,,,,G.COMPANY.BOT.a.EXIST_COLLECTION,51181.0,0.0321,0.5,0.3334,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Company Information,Beneficial Ownership,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.a.EXIST_COLLECTION.3,supporting question,Please provide a URLs for where evidence can be found,4,supporting,https://web.archive.org/web/20240710072729/https://cfetogo.tg/uploads/revues/65685b98e285f.pdf (1) https://www.cfetogo.tg/uploads/modeles/5ce99cde7df56.pdf (2) https://investirautogo.tg/media/decr%C3%A9t%20n%C2%B02012-008_pr.pdf (3),,,,,G.COMPANY.BOT.a.EXIST_COLLECTION,51181.0,0.0321,0.5,0.3334,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Company Information,Beneficial Ownership,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.a.EXIST_PUBLICATION,sub-question,Existence Question 2 Are there laws policies or regulations requiring publication of this information in any form?,4,response,No,0.0,0.0,,,G.COMPANY.BOT.a,51182.0,0.0321,0.5,0.3334,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Company Information,Beneficial Ownership,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.a,sub-group,Extent of existence:,3,computed,,,,1,1.0,G.COMPANY.BOT.a,51183,0.0321,0.5,0.3334,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Company Information,Beneficial Ownership,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.a.EXTENT,sub-question,Existence Question 3 How comprehensive in terms of jurisdiction is the coverage of the framework assessed for this question?,4,response,The framework provides national coverage.,2.0,1.0,,,G.COMPANY.BOT.a,51184.0,0.0321,0.5,0.3334,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Company Information,Beneficial Ownership,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.a.EXTENT_COMPANY,sub-question,Existence Question 4 How comprehensive in terms of sectors and types of companies is this framework?,4,response,The framework covers the majority of companies in the country.,2.0,1.0,,,G.COMPANY.BOT.a,51185.0,0.0321,0.5,0.3334,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Company Information,Beneficial Ownership,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.a.EXTENT_COMPANY.1,supporting question,Please describe limits on coverage eg which type of company sector or other context for registration,4,supporting,"The framework outlined by Order No. 025/MEF/SG/OTR/CG,  Decree No. 2000-091/PR (1), and Decree No. 2012-008/PR (2) and related decrees applies broadly to companies of various types and sectors in Togo. It mandates requirements for identifying, declaring, and conserving beneficial ownership information across all entities, including companies, legal constructions, and trusts. Exceptions are specified only for independent entrepreneurs and traders under specific tax regimes",,,,,G.COMPANY.BOT.a.EXTENT_COMPANY,51185.0,0.0321,0.5,0.3334,LDRI (Africa),Western Africa,Africa
TGO,Togo,Governance,Company Information,Beneficial Ownership,G.COMPANY.BOT,Governance (CI): Beneficial ownership,Primary,G.COMPANY.BOT.a,sub-group,Existence summary:,3,summary,,,,,,G.COMPANY.BOT.a,51186,0.0321,0.5,0.3334,LDRI (Africa),Western Africa,Africa
